,CLAC3_NM,CLAC2_NM,CLAC1_NM,NUM_PD_C,NUM_CLNT_ID,NUM_CLSE_ID,NUM_BRA_NM,TOT_HITS,TOT_PROFIT,TOT_SALES,AVG_HITS,AVG_PROFIT,F,M,AGE10,AGE20,AGE30,AGE40,AGE50,AGE60,AGE70,AGE80,TOT_SESS_SEQ,TOT_PAGE_VIEW,TOT_SESS_HOUR,AVG_SESS_SEQ,AVG_PAGE_VIEW,AVG_SESS_HOUR,mobile,desktop,tablet,April,May,June,July,August,September,ZON_Daejeon,ZON_Busan,ZON_Gyeonggi-do,ZON_Seoul,ZON_Gyeongsangbuk-do,ZON_Jeollabuk-do,ZON_Chungcheongbuk-do,ZON_Gangwon-do,ZON_Chungcheongnam-do,ZON_Incheon,ZON_Daegu,ZON_Gwangju,ZON_Gyeongsangnam-do,ZON_Jeju-do,ZON_Jeollanam-do,ZON_Ulsan,CITY_Daejeon,CITY_Busan,CITY_Anyang,CITY_Seoul,CITY_Gumi-si,CITY_Buan-gun,CITY_Cheongju-si,CITY_Chuncheon-si,CITY_Cheonan-si,CITY_Incheon,CITY_Daegu,CITY_Wonju-si,CITY_Seongnam-si,CITY_Goyang-si,CITY_Gwangmyeong-si,CITY_Uijeongbu-si,CITY_Namyangju-si,CITY_Jeonju-si,CITY_Cheorwon-gun,CITY_Hwaseong-si,CITY_Gwangju,CITY_Gimhae-si,CITY_Tongyeong-si,CITY_Seogwipo-si,CITY_Ansan-si,CITY_Naju-si,CITY_Ulsan,CITY_Anseong,CITY_Gimcheon-si,CITY_Yongin-si,CITY_Namwon-si,CITY_Bucheon-si,CITY_Gunsan-si,CITY_Yeosu-si,CITY_Sacheon-si,CITY_Osan-si,CITY_Dangjin-si,CITY_Gunpo-si,CITY_Hanam-si,CITY_Gongju-si,CITY_Seocheon-gun,CITY_Yeongi-gun,CITY_Siheung-si,CITY_Paju-si,CITY_Yangsan-si,CITY_Gyeongju-si,CITY_Goseong-gun,CITY_Iksan,CITY_Yeongcheon-si,CITY_Suncheon-si,CITY_Pohang-si,CITY_Pyeongchang-gun,CITY_Suwon-si,CITY_Jincheon-gun,CITY_Nonsan-si,CITY_Mokpo-si,CITY_Muan-gun,CITY_Haman-gun,CITY_Geoje-si,CITY_Chilgok-gun,CITY_Hampyeong-gun,CITY_Gangneung-si,CITY_Ulleung-gun,CITY_Icheon-si,CITY_Chungju-si,CITY_Pyeongtaek-si,CITY_Taean-gun,CITY_Gwangju-si,CITY_Dongducheon-si,CITY_Gwangyang-si,CITY_Gimpo-si,CITY_Jeongeup-si,CITY_Hadong-gun,CITY_Uiwang-si,CITY_Jeju-si,CITY_Gyeongsan-si,CITY_Yeongju-si,CITY_Pocheon-si,CITY_Yangpyeong-gun,CITY_Donghae-si,CITY_Gwacheon-si,CITY_Uiseong-gun,CITY_Jinju-si,CITY_Yecheon-gun,CITY_Asan-si,CITY_Hwacheon-gun,CITY_Sangju-si,CITY_Seosan-si,CITY_Okcheon-gun,CITY_Gimje-si,CITY_Cheongwon-gun,CITY_Gangjin-gun,CITY_Eumseong-gun,CITY_Uljin-gun,CITY_Guri-si,CITY_Inje-gun,CITY_Boeun-gun,CITY_Andong,CITY_Boseong-gun,CITY_Yeongwol-gun,CITY_Buyeo-gun,CITY_Hongseong-gun,CITY_Hapcheon-gun,CITY_Jecheon-si,CITY_Damyang-gun,CITY_Goryeong-gun,CITY_Changnyeong-gun,CITY_Yeongyang-gun,CITY_Yeonggwang-gun,CITY_Uiryeong-gun,CITY_Samcheok-si,CITY_Namhae-gun,CITY_Jangheung-gun,CITY_Yeoncheon-gun,CITY_Mungyeong-si,CITY_Yangju-si,CITY_Jangseong-gun,CITY_Gochang-gun,CITY_Miryang-si,CITY_Boryeong-si,CITY_Yanggu-gun,CITY_Wando-gun,CITY_Jeongseon-gun,CITY_Imsil-gun,CITY_Danyang-gun,CITY_Haenam-gun,CITY_Geochang-gun,CITY_Bonghwa-gun,CITY_Sokcho-si,CITY_Muju-gun,CITY_Yeongam-gun,CITY_Yeoju-gun,CITY_Taebaek-si,CITY_Gokseong-gun,CITY_Yeongdong-gun,CITY_Jeungpyeong-gun,CITY_Hwasun-gun,CITY_Sinan-gun,CITY_Jangsu-gun,CITY_Hamyang-gun,CITY_Hongcheon-gun,CITY_Yesan-gun,CITY_Geumsan-gun,CITY_Wanju-gun,CITY_Jinan-gun,CITY_Gyeryong-si,CITY_Gapyeong-gun,CITY_Sunchang-gun,CITY_Cheongsong-gun,CITY_Seongju-gun,CITY_Goheung-gun,CITY_Yeongdeok-gun,CITY_Yangyang-gun,CITY_Sancheong-gun,CITY_Hoengseong-gun,CITY_Cheongdo-gun,CITY_Goesan-gun,CITY_Jindo-gun,CITY_Gurye-gun,CITY_Cheongyang-gun,CITY_(not set),CITY_Gunwi-gun,CITY_Masan
225,다이어트보조식품,건강보조식품,건강식품,951,5996,7366,138,916017,418923874,15433,59.35,27144.68,9606.0,1795.0,73.0,1917.0,4011.0,4400.0,842.0,142.0,16.0,,2281011,1164889.0,21528112.0,147.8,75.48,1394.94,11860.0,3536.0,37.0,2714.0,2670.0,2416.0,2657.0,3292.0,1684.0,351.0,1497.0,2444.0,6157.0,426.0,1567.0,204.0,203.0,287.0,464.0,450.0,324.0,539.0,89.0,209.0,222.0,351.0,1497.0,171.0,6157.0,69.0,5.0,83.0,33.0,90.0,464.0,450.0,34.0,249.0,239.0,24.0,82.0,153.0,178.0,8.0,165.0,324.0,173.0,38.0,19.0,70.0,13.0,222.0,30.0,7.0,171.0,1278.0,153.0,36.0,29.0,15.0,21.0,10.0,63.0,59.0,20.0,2.0,51.0,51.0,66.0,62.0,38.0,3.0,27.0,11.0,28.0,47.0,5.0,263.0,4.0,7.0,52.0,17.0,85.0,38.0,9.0,2.0,24.0,7.0,43.0,72.0,98.0,6.0,47.0,7.0,20.0,61.0,10.0,2.0,22.0,70.0,167.0,10.0,13.0,15.0,3.0,11.0,4.0,51.0,2.0,42.0,,5.0,12.0,3.0,6.0,10.0,4.0,15.0,10.0,42.0,31.0,2.0,24.0,2.0,2.0,3.0,14.0,3.0,13.0,7.0,,41.0,,8.0,1.0,14.0,4.0,,18.0,8.0,18.0,,10.0,8.0,15.0,6.0,8.0,3.0,,,11.0,8.0,,20.0,6.0,1.0,16.0,10.0,3.0,,2.0,1.0,,1.0,,8.0,3.0,7.0,7.0,3.0,1.0,3.0,,,1.0,1.0,7.0,1.0,7.0,1.0,,,1.0,1.0,1.0,3.0,,
226,단무지,포장반찬,냉장식품,3,8,9,1,1799,40930,17,105.82,2407.65,16.0,,,,8.0,1.0,7.0,,,,4846,1651.0,38950.0,285.06,97.12,2291.18,16.0,1.0,,,3.0,3.0,2.0,1.0,8.0,,9.0,,6.0,,,2.0,,,,,,,,,,,9.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,닭가슴살,닭고기류,축산물,356,2541,3029,29,1018025,77046680,19702,51.67,3910.6,12256.0,2693.0,77.0,3035.0,6345.0,4415.0,791.0,125.0,161.0,,2912083,1197715.0,24370696.0,147.81,60.79,1236.97,15088.0,4387.0,227.0,4815.0,3046.0,3354.0,2891.0,3178.0,2418.0,533.0,2078.0,3064.0,8611.0,404.0,617.0,250.0,321.0,390.0,761.0,705.0,432.0,901.0,111.0,237.0,287.0,533.0,2078.0,208.0,8611.0,41.0,26.0,121.0,39.0,154.0,761.0,705.0,44.0,269.0,298.0,85.0,97.0,74.0,331.0,16.0,182.0,432.0,256.0,23.0,30.0,110.0,11.0,287.0,15.0,20.0,193.0,31.0,262.0,45.0,59.0,59.0,53.0,37.0,98.0,9.0,13.0,1.0,26.0,97.0,119.0,162.0,40.0,12.0,59.0,21.0,18.0,93.0,,390.0,,21.0,29.0,11.0,69.0,54.0,,1.0,50.0,2.0,19.0,26.0,73.0,,44.0,,65.0,101.0,9.0,4.0,17.0,81.0,74.0,17.0,71.0,34.0,13.0,32.0,,203.0,27.0,63.0,,,27.0,,21.0,77.0,1.0,3.0,,87.0,,4.0,52.0,,1.0,17.0,4.0,,1.0,1.0,,2.0,,7.0,11.0,4.0,,,3.0,12.0,,,,26.0,15.0,12.0,,,,,9.0,20.0,,48.0,,2.0,11.0,76.0,1.0,,8.0,14.0,2.0,,,7.0,,1.0,10.0,72.0,11.0,9.0,13.0,1.0,2.0,,1.0,11.0,,,1.0,10.0,1.0,5.0,,4.0,,
228,닭근위,닭고기류,축산물,1,4,4,1,361,43000,10,36.1,4300.0,1.0,2.0,,,,3.0,,,,,2699,468.0,6239.0,269.9,46.8,623.9,10.0,,,,1.0,,5.0,,4.0,,,3.0,6.0,,1.0,,,,,,,,,,,,,,6.0,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,닭다리,닭고기류,축산물,4,10,10,3,1207,146550,18,67.06,8141.67,8.0,1.0,,1.0,5.0,3.0,,,,,635,1489.0,38720.0,35.28,82.72,2151.11,9.0,9.0,,1.0,,11.0,1.0,4.0,1.0,,2.0,,13.0,1.0,,,1.0,,,,1.0,,,,,,2.0,,13.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,닭아랫날개(윙),닭고기류,축산물,2,5,6,1,205,76000,6,34.17,12666.67,4.0,1.0,,,,5.0,,,,,654,249.0,8060.0,109.0,41.5,1343.33,5.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,2.0,2.0,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,닭안심,닭고기류,축산물,1,7,7,1,2786,142400,16,174.12,8900.0,7.0,1.0,,,6.0,2.0,,,,,2099,2948.0,106296.0,131.19,184.25,6643.5,8.0,8.0,,6.0,1.0,1.0,1.0,6.0,1.0,,5.0,,7.0,1.0,,1.0,1.0,,,1.0,,,,,,,5.0,,7.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,닭윗날개(봉),닭고기류,축산물,3,7,10,1,479,136200,12,39.92,11350.0,10.0,1.0,,,3.0,8.0,,,,,4911,424.0,6341.0,409.25,35.33,528.42,11.0,1.0,,4.0,1.0,1.0,1.0,4.0,1.0,,,1.0,6.0,2.0,2.0,,,,,1.0,,,,,,,,,6.0,,,,,,,1.0,,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,대접/볼,그릇/식기,식기/조리기구,1136,2611,2952,125,497566,163846770,6257,79.52,26186.15,4428.0,342.0,1.0,146.0,1793.0,2116.0,689.0,25.0,,,1260287,634454.0,12887010.0,201.42,101.4,2059.61,4889.0,1331.0,37.0,1111.0,867.0,997.0,1092.0,1284.0,906.0,190.0,660.0,1099.0,2099.0,262.0,207.0,107.0,93.0,233.0,212.0,316.0,128.0,255.0,74.0,135.0,187.0,190.0,660.0,39.0,2099.0,56.0,4.0,33.0,21.0,80.0,212.0,316.0,22.0,114.0,146.0,9.0,12.0,37.0,121.0,6.0,80.0,128.0,113.0,4.0,26.0,79.0,12.0,187.0,20.0,10.0,136.0,2.0,63.0,27.0,25.0,6.0,6.0,11.0,17.0,17.0,22.0,1.0,38.0,28.0,30.0,29.0,20.0,2.0,29.0,8.0,30.0,48.0,2.0,92.0,9.0,4.0,12.0,5.0,37.0,20.0,7.0,,13.0,,2.0,7.0,21.0,2.0,40.0,,22.0,31.0,,3.0,16.0,48.0,25.0,14.0,4.0,2.0,8.0,14.0,10.0,26.0,13.0,20.0,2.0,10.0,11.0,8.0,6.0,15.0,3.0,13.0,,32.0,,,14.0,,,3.0,18.0,2.0,6.0,10.0,,3.0,3.0,5.0,,,4.0,,3.0,1.0,5.0,,1.0,6.0,3.0,10.0,,,,6.0,,2.0,,4.0,,2.0,4.0,1.0,,1.0,,,2.0,1.0,,2.0,6.0,1.0,14.0,,3.0,,2.0,5.0,,7.0,,,,,,9.0,,,10.0,,18.0,
234,데스크탑/올인원PC,컴퓨터/노트북,컴퓨터,109,270,434,10,37812,870148982,741,51.03,1174290.12,65.0,52.0,,14.0,41.0,46.0,13.0,2.0,1.0,,41438,54127.0,919879.0,55.92,73.05,1241.4,309.0,432.0,,72.0,142.0,131.0,98.0,149.0,149.0,3.0,17.0,322.0,330.0,4.0,3.0,5.0,12.0,6.0,11.0,10.0,2.0,4.0,2.0,5.0,5.0,3.0,17.0,3.0,330.0,1.0,,1.0,3.0,,11.0,10.0,1.0,1.0,10.0,,,2.0,2.0,,5.0,2.0,2.0,,,2.0,,5.0,,,1.0,,2.0,,,,,1.0,,1.0,,,4.0,1.0,2.0,,,,1.0,,3.0,3.0,7.0,4.0,,,2.0,,1.0,,,,,,2.0,1.0,1.0,,2.0,,,280.0,,,,2.0,,,,,1.0,2.0,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,데오도란트,바디케어,퍼스널케어,136,1243,1336,36,113071,24778130,1770,63.88,13998.94,1257.0,219.0,1.0,163.0,677.0,575.0,48.0,9.0,3.0,,403189,140350.0,2336038.0,227.79,79.29,1319.8,1508.0,257.0,5.0,274.0,388.0,436.0,420.0,174.0,78.0,38.0,170.0,303.0,738.0,65.0,40.0,27.0,26.0,46.0,63.0,82.0,42.0,65.0,25.0,17.0,23.0,38.0,170.0,28.0,738.0,10.0,1.0,15.0,6.0,5.0,63.0,82.0,2.0,20.0,32.0,7.0,10.0,17.0,21.0,3.0,13.0,42.0,30.0,4.0,13.0,13.0,1.0,23.0,8.0,9.0,23.0,2.0,12.0,4.0,1.0,,4.0,1.0,3.0,4.0,9.0,,3.0,12.0,7.0,10.0,3.0,,6.0,4.0,6.0,15.0,2.0,26.0,,1.0,4.0,4.0,7.0,5.0,,,3.0,,3.0,4.0,14.0,2.0,8.0,3.0,1.0,15.0,3.0,,3.0,12.0,7.0,2.0,2.0,2.0,2.0,1.0,,4.0,1.0,15.0,2.0,3.0,1.0,,1.0,5.0,,,,6.0,,,8.0,,2.0,,1.0,,2.0,,,,,,3.0,2.0,,,1.0,,1.0,,2.0,2.0,5.0,,,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,,3.0,2.0,,,1.0,,2.0,,,,,1.0,,,,,,
236,도마,조리도구,주방잡화,368,1930,2051,87,185750,90174100,2586,71.83,34870.11,1860.0,151.0,,97.0,932.0,741.0,156.0,81.0,3.0,1.0,477836,229218.0,4587338.0,184.78,88.64,1773.91,2061.0,513.0,12.0,483.0,386.0,407.0,423.0,460.0,427.0,99.0,279.0,580.0,843.0,74.0,76.0,25.0,31.0,94.0,88.0,103.0,58.0,141.0,19.0,41.0,35.0,99.0,279.0,31.0,843.0,6.0,3.0,11.0,7.0,23.0,88.0,103.0,7.0,44.0,57.0,18.0,9.0,30.0,34.0,2.0,32.0,58.0,58.0,6.0,4.0,18.0,3.0,35.0,6.0,7.0,109.0,2.0,18.0,11.0,6.0,1.0,3.0,5.0,10.0,9.0,12.0,1.0,15.0,9.0,21.0,21.0,7.0,1.0,9.0,4.0,11.0,26.0,3.0,69.0,1.0,2.0,4.0,,22.0,13.0,1.0,,2.0,,7.0,4.0,15.0,1.0,9.0,1.0,3.0,20.0,2.0,,3.0,15.0,7.0,2.0,7.0,3.0,3.0,1.0,,13.0,,12.0,1.0,,8.0,,3.0,4.0,,,,17.0,,,6.0,,2.0,3.0,2.0,,3.0,,2.0,,,2.0,,3.0,,1.0,,1.0,,,,2.0,1.0,,,,1.0,,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,4.0,1.0,2.0,2.0,,1.0,8.0,8.0,,,2.0,,,1.0,,1.0,,,,2.0,1.0,1.0,1.0,,,,
237,도시락/찬합,밀폐/보관용기,식기/조리기구,377,1251,1371,45,135440,36784160,1841,73.57,19980.53,1387.0,144.0,2.0,86.0,769.0,590.0,70.0,13.0,1.0,,421847,167359.0,2949298.0,229.14,90.91,1602.01,1573.0,265.0,3.0,684.0,300.0,269.0,265.0,171.0,152.0,38.0,229.0,329.0,625.0,83.0,70.0,26.0,21.0,64.0,44.0,85.0,33.0,92.0,17.0,31.0,54.0,38.0,229.0,19.0,625.0,12.0,,10.0,4.0,20.0,44.0,85.0,7.0,26.0,28.0,12.0,10.0,18.0,43.0,1.0,18.0,33.0,28.0,6.0,8.0,13.0,3.0,54.0,5.0,2.0,29.0,1.0,16.0,4.0,7.0,1.0,9.0,5.0,1.0,6.0,4.0,,2.0,12.0,12.0,13.0,8.0,,13.0,2.0,4.0,20.0,,38.0,2.0,3.0,8.0,,11.0,14.0,2.0,,3.0,,2.0,3.0,14.0,1.0,6.0,6.0,,10.0,,,4.0,9.0,7.0,2.0,1.0,,,,2.0,5.0,,19.0,,4.0,4.0,,8.0,6.0,,1.0,,6.0,2.0,,3.0,,1.0,2.0,1.0,,4.0,,,4.0,,3.0,,1.0,2.0,,,,3.0,1.0,,5.0,1.0,,,1.0,,,3.0,2.0,5.0,,,2.0,3.0,1.0,,,,,,,1.0,,,,1.0,,2.0,2.0,,11.0,1.0,,,,,,2.0,,,,,,,
238,독서대,일반문구/사무용품,문구/사무용품,40,136,143,13,11847,2606730,181,65.45,14401.82,117.0,24.0,,10.0,48.0,68.0,14.0,1.0,,,44526,14748.0,282738.0,246.0,81.48,1562.09,140.0,39.0,2.0,25.0,26.0,21.0,38.0,27.0,44.0,3.0,16.0,29.0,64.0,2.0,3.0,1.0,3.0,2.0,3.0,9.0,6.0,22.0,11.0,4.0,3.0,3.0,16.0,4.0,64.0,,,1.0,,,3.0,9.0,1.0,4.0,2.0,,,2.0,3.0,,,6.0,4.0,,,,1.0,3.0,,,2.0,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,3.0,,,,,,2.0,,3.0,,,2.0,,12.0,,,,,,,,4.0,,2.0,,,1.0,,,,11.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
239,돼지고기선물세트,축산선물세트,축산물,27,164,179,5,13774,37528400,230,59.89,163166.96,68.0,36.0,,6.0,37.0,38.0,16.0,7.0,,,9763,18278.0,491758.0,42.45,79.47,2138.08,111.0,119.0,,,3.0,,,4.0,223.0,6.0,7.0,46.0,134.0,3.0,2.0,1.0,6.0,,6.0,9.0,3.0,6.0,1.0,,,6.0,7.0,7.0,134.0,,,,1.0,,6.0,9.0,1.0,6.0,9.0,,3.0,5.0,1.0,,1.0,3.0,4.0,,,,,,,,4.0,,1.0,,,,,,1.0,2.0,,,,,,1.0,,,1.0,,,,1.0,2.0,,,,,1.0,,,,,,1.0,,1.0,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
240,드럼세탁기,세탁기,냉장/세탁가전,104,598,714,4,46964,841083178,779,60.29,1079695.99,457.0,118.0,,27.0,226.0,250.0,64.0,8.0,,,98734,66798.0,1445344.0,126.74,85.75,1855.38,593.0,183.0,3.0,149.0,154.0,174.0,122.0,100.0,80.0,14.0,93.0,158.0,324.0,28.0,8.0,10.0,9.0,22.0,17.0,13.0,26.0,30.0,3.0,13.0,11.0,14.0,93.0,5.0,324.0,3.0,,3.0,2.0,7.0,17.0,13.0,2.0,17.0,20.0,7.0,2.0,7.0,4.0,,6.0,26.0,12.0,1.0,,23.0,2.0,11.0,1.0,,15.0,,6.0,,4.0,1.0,,2.0,,2.0,1.0,2.0,3.0,1.0,5.0,3.0,6.0,1.0,2.0,4.0,,7.0,,15.0,,,1.0,,5.0,5.0,,3.0,2.0,,,2.0,6.0,1.0,7.0,,,3.0,2.0,,,3.0,1.0,1.0,2.0,,,2.0,,1.0,,2.0,,1.0,3.0,,,1.0,,,3.0,5.0,,,1.0,,,,1.0,,4.0,,1.0,,,2.0,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
241,등산지팡이/스틱,등산,아웃도어/레저,175,297,341,37,32300,29416760,470,68.72,62588.85,251.0,95.0,,27.0,99.0,172.0,31.0,16.0,1.0,,65026,38629.0,797613.0,138.35,82.19,1697.05,350.0,118.0,2.0,57.0,93.0,124.0,51.0,81.0,64.0,5.0,54.0,78.0,158.0,17.0,12.0,7.0,12.0,12.0,34.0,27.0,12.0,14.0,3.0,17.0,8.0,5.0,54.0,4.0,158.0,3.0,,6.0,5.0,1.0,34.0,27.0,3.0,5.0,6.0,,4.0,7.0,5.0,,4.0,12.0,6.0,1.0,2.0,14.0,,8.0,,,5.0,,3.0,,7.0,,,1.0,3.0,1.0,,,1.0,1.0,2.0,,5.0,,3.0,,2.0,3.0,,12.0,,,2.0,,,5.0,,,2.0,,2.0,,,,,1.0,,2.0,1.0,,2.0,1.0,,,,,,,,2.0,2.0,1.0,,,4.0,,,,1.0,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,2.0,,,2.0,,,,,2.0,,,,,,,,,,,1.0,,,,,,4.0,1.0,,,,,,,,,,,,4.0,,,,,,,
242,등산화,등산,아웃도어/레저,3173,9519,11675,91,1017085,1098184788,14734,69.03,74534.06,7827.0,3053.0,43.0,742.0,3603.0,4907.0,1355.0,207.0,23.0,,2011483,1306782.0,25099473.0,136.52,88.69,1703.51,11161.0,3518.0,55.0,2900.0,3179.0,3106.0,2348.0,1623.0,1578.0,356.0,1748.0,2111.0,4982.0,685.0,520.0,324.0,303.0,545.0,532.0,705.0,413.0,777.0,160.0,323.0,250.0,356.0,1748.0,132.0,4982.0,92.0,52.0,145.0,78.0,102.0,532.0,705.0,56.0,196.0,178.0,29.0,76.0,155.0,242.0,9.0,119.0,413.0,249.0,34.0,60.0,129.0,19.0,250.0,28.0,30.0,149.0,8.0,122.0,56.0,57.0,18.0,27.0,24.0,43.0,30.0,48.0,6.0,37.0,56.0,60.0,86.0,64.0,8.0,76.0,14.0,43.0,176.0,4.0,192.0,30.0,33.0,62.0,21.0,122.0,73.0,36.0,3.0,34.0,9.0,27.0,40.0,80.0,6.0,44.0,17.0,32.0,91.0,12.0,3.0,11.0,100.0,54.0,34.0,20.0,15.0,21.0,8.0,6.0,120.0,7.0,79.0,5.0,23.0,47.0,7.0,35.0,24.0,8.0,25.0,17.0,38.0,4.0,,49.0,6.0,16.0,9.0,50.0,3.0,36.0,1.0,15.0,16.0,2.0,2.0,2.0,6.0,4.0,3.0,5.0,23.0,20.0,11.0,3.0,18.0,68.0,5.0,6.0,8.0,3.0,6.0,5.0,16.0,4.0,25.0,5.0,9.0,7.0,7.0,3.0,5.0,2.0,14.0,4.0,3.0,1.0,11.0,7.0,6.0,15.0,2.0,21.0,7.0,8.0,3.0,6.0,2.0,12.0,5.0,8.0,5.0,8.0,4.0,5.0,7.0,2.0,,1.0,
243,디저트포크/스푼,그릇/식기,식기/조리기구,274,1076,1205,53,235004,32510350,3041,77.28,10690.68,2225.0,92.0,2.0,99.0,972.0,962.0,251.0,31.0,,,618872,298842.0,5869574.0,203.51,98.27,1930.15,2399.0,632.0,10.0,501.0,432.0,503.0,539.0,627.0,439.0,58.0,275.0,479.0,1014.0,108.0,79.0,97.0,67.0,127.0,133.0,150.0,72.0,241.0,18.0,69.0,54.0,58.0,275.0,24.0,1014.0,11.0,2.0,31.0,6.0,35.0,133.0,150.0,7.0,54.0,37.0,5.0,8.0,35.0,49.0,,69.0,72.0,54.0,16.0,7.0,27.0,,54.0,1.0,,61.0,6.0,23.0,15.0,12.0,,,8.0,1.0,17.0,11.0,,8.0,9.0,5.0,15.0,11.0,4.0,6.0,12.0,13.0,27.0,,27.0,3.0,3.0,,5.0,26.0,28.0,4.0,,1.0,,35.0,10.0,6.0,16.0,1.0,,14.0,21.0,,,8.0,11.0,7.0,4.0,,1.0,17.0,,2.0,33.0,,32.0,,2.0,11.0,,,25.0,1.0,,,4.0,,2.0,18.0,,1.0,,1.0,13.0,26.0,,,4.0,,14.0,1.0,12.0,,2.0,,5.0,,,,4.0,,,,,1.0,,1.0,2.0,5.0,10.0,,,,5.0,,,,1.0,1.0,,41.0,8.0,2.0,,,,,,,,,,,,,,,,,5.0,,,,
244,딸기,국산과일,과일,7,39,42,3,5703,593400,106,53.8,5598.11,94.0,5.0,,5.0,45.0,30.0,4.0,12.0,3.0,,18724,8584.0,133774.0,176.64,80.98,1262.02,101.0,5.0,,55.0,13.0,25.0,1.0,12.0,,,26.0,15.0,38.0,1.0,2.0,12.0,7.0,2.0,,,1.0,,,1.0,1.0,,26.0,1.0,38.0,,,12.0,,2.0,,,,,1.0,,,2.0,2.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
245,땅콩,견과류,과일,43,204,243,13,27520,3576200,442,62.26,8090.95,270.0,86.0,,12.0,64.0,175.0,86.0,19.0,,,118888,33252.0,731558.0,268.98,75.23,1655.11,366.0,76.0,,67.0,132.0,45.0,48.0,66.0,84.0,15.0,65.0,117.0,131.0,9.0,1.0,,5.0,16.0,13.0,15.0,12.0,27.0,,6.0,10.0,15.0,65.0,13.0,131.0,,,,,5.0,13.0,15.0,5.0,4.0,4.0,,3.0,1.0,1.0,,3.0,12.0,21.0,,,11.0,2.0,10.0,,,16.0,,5.0,,,2.0,1.0,2.0,,,5.0,,3.0,1.0,2.0,1.0,8.0,,,,,,,19.0,,,3.0,,1.0,2.0,,,,,,,14.0,,,,,4.0,,,5.0,,,,4.0,2.0,,,,,,1.0,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,
